City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Behshahr,IR,36.6923,53.5526,47.26,86,100,2.77,overcast clouds
470,Matagami,CA,49.7502,-77.6328,21.31,79,100,13.8,overcast clouds
471,Aykhal,RU,66.0,111.5,13.75,75,30,4.85,scattered clouds
472,Stornoway,GB,58.2093,-6.3865,44.56,85,0,5.75,clear sky
473,Weinan,CN,34.5036,109.5089,52.83,66,100,5.3,light rain
474,Riyadh,SA,24.6877,46.7219,73.54,8,93,10.87,overcast clouds
475,Bergerac,FR,44.8333,0.5,53.78,76,0,8.05,clear sky
476,Bara,NG,10.3744,10.7288,81.82,9,19,0.72,few clouds
477,Cap Malheureux,MU,-19.9842,57.6142,84.47,80,32,3.0,light rain
478,Les Cayes,HT,18.2,-73.75,75.7,80,42,3.65,scattered clouds
479,Tibu,CO,8.639,-72.7358,73.38,93,99,1.86,overcast clouds
480,Port Lincoln,AU,-34.7333,135.8667,69.66,68,100,10.07,overcast clouds
481,Tessalit,ML,20.1986,1.0114,68.09,18,5,9.93,clear sky
482,Kachug,RU,53.9606,105.8817,30.61,78,92,1.63,overcast clouds
483,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,71,94,13.98,overcast clouds
484,Ouegoa,NC,-20.35,164.4333,81.01,77,47,3.96,scattered clouds
485,Carbonia,IT,39.1672,8.5222,41.65,71,26,10.89,scattered clouds
486,Kyra,RU,49.5776,111.9753,29.07,53,36,5.64,scattered clouds
487,Juripiranga,BR,-7.3733,-35.2381,76.39,92,43,4.63,scattered clouds
488,Maniitsoq,GL,65.4167,-52.9,-11.94,76,1,5.75,clear sky
489,Saint Anthony,US,45.0205,-93.218,52.97,45,100,14.97,overcast clouds
490,Kysyl-Syr,RU,63.8986,122.7617,21.42,87,100,3.94,light snow
491,Kibala,TD,9.1104,18.3463,76.95,29,0,0.0,clear sky
492,Teya,RU,60.3778,92.6267,22.32,86,100,11.45,overcast clouds
493,Muscat,OM,23.6139,58.5922,87.82,35,0,4.43,clear sky
494,Skibotn,NO,69.3913,20.2679,37.53,80,94,10.69,overcast clouds
495,Shache,CN,38.4167,77.2406,57.51,29,6,6.78,clear sky
496,Ajdabiya,LY,30.7554,20.2263,50.27,61,8,10.27,clear sky
497,Sinazongwe,ZM,-17.2614,27.4618,71.17,76,97,8.01,overcast clouds
498,Bongandanga,CD,1.5,21.05,79.12,66,100,4.16,overcast clouds
499,Vostok,RU,46.4856,135.8833,22.84,88,100,13.6,light snow
500,Myitkyina,MM,25.3833,97.4,102.72,13,9,4.54,clear sky
501,Lahad Datu,MY,5.0268,118.327,77.05,90,100,1.95,overcast clouds
502,Vidim,RU,56.4088,103.1106,29.16,78,74,12.28,broken clouds
503,Mukhen,RU,48.1,136.1,25.39,71,41,13.31,scattered clouds
504,Almaznyy,RU,48.0448,40.045,35.51,67,12,10.42,few clouds
505,Kotelnikovo,RU,47.6317,43.1461,37.33,67,65,11.7,broken clouds
506,Voyvozh,RU,62.892,54.9635,26.2,87,100,13.69,light snow
507,Bathsheba,BB,13.2167,-59.5167,75.81,78,20,17.27,few clouds
508,Khanpur,PK,28.6453,70.6567,101.3,6,0,4.68,clear sky
509,Iralaya,HN,15.0,-83.2333,77.59,81,100,13.09,overcast clouds
510,Lafiagi,NG,8.8667,5.4167,83.7,65,89,6.26,overcast clouds
511,Fare,PF,-16.7,-151.0167,81.3,74,0,19.35,moderate rain
512,Port Keats,AU,-14.25,129.55,86.7,72,100,7.45,light rain
513,Khawhai,IN,23.3667,93.1167,84.7,17,7,4.43,clear sky
514,Podor,MR,16.6527,-14.9587,71.55,56,0,2.3,clear sky
515,San Vicente,AR,-26.6167,-54.1333,56.32,91,0,3.15,clear sky
516,Macherla,IN,16.4833,79.4333,99.18,24,6,5.97,clear sky
517,Benguela,AO,-12.5763,13.4055,82.02,73,100,1.3,overcast clouds
518,Jos,NG,9.9167,8.9,77.31,26,99,1.12,overcast clouds
519,Anito,PH,12.4497,125.2886,81.9,86,100,9.91,overcast clouds
520,Karangasem,ID,-8.45,115.6167,82.99,81,100,6.62,overcast clouds
521,Havoysund,NO,70.9963,24.6622,46.63,85,100,49.55,overcast clouds
522,Touros,BR,-5.1989,-35.4608,77.56,85,63,7.52,broken clouds
523,Lata,PT,40.1629,-8.3327,51.93,90,91,5.82,overcast clouds
524,Santiago,CL,-33.4569,-70.6483,62.85,51,0,5.75,clear sky
525,Zabaykalsk,RU,49.6333,117.3167,23.94,61,0,14.27,clear sky
526,Madison Heights,US,42.4859,-83.1052,43.05,66,0,3.44,clear sky
527,Bonfim,BR,3.0833,-59.95,75.79,78,100,7.74,overcast clouds
528,Mianwali,PK,32.5741,71.5264,92.68,20,0,8.21,clear sky
529,Hofn,IS,64.2539,-15.2082,40.41,71,100,6.71,overcast clouds
530,Gat,IL,31.61,34.7642,53.4,30,64,6.55,broken clouds
531,Buala,SB,-8.145,159.5921,82.98,70,9,2.75,clear sky
532,Gao,ML,16.6362,1.637,78.82,11,98,10.36,overcast clouds
533,Burns Lake,CA,54.2331,-125.7533,31.42,98,55,2.71,broken clouds
534,Yangambi,CD,0.8102,24.4336,79.88,70,82,3.67,broken clouds
535,Sawakin,SD,19.1059,37.3321,76.19,60,1,8.37,clear sky
536,Coahuayana,MX,18.7333,-103.6833,68.13,46,7,3.71,clear sky
537,Surgut,RU,61.25,73.4167,28.58,86,75,7.0,light shower snow
538,Shakawe,BW,-18.3667,21.85,69.8,83,100,6.13,overcast clouds
539,Koscierzyna,PL,54.1223,17.9812,40.84,47,0,7.09,clear sky
540,Kupino,RU,54.3663,77.2981,16.43,90,100,19.08,overcast clouds
541,El Tigre,VE,8.8875,-64.2454,72.46,81,58,12.19,broken clouds
542,Owando,CG,-0.4819,15.8999,70.09,98,100,4.05,light rain
543,Vila Velha,BR,-20.3297,-40.2925,72.95,96,40,2.3,scattered clouds
544,Lake Havasu City,US,34.4839,-114.3224,66.81,6,40,17.27,scattered clouds
545,Tygda,RU,53.1167,126.3333,25.02,64,87,7.99,overcast clouds
546,Mount Gambier,AU,-37.8333,140.7667,69.71,60,75,14.97,broken clouds
547,Cockburn Town,TC,21.4612,-71.1419,77.43,73,8,14.05,clear sky
548,Puerto Escondido,MX,15.85,-97.0667,78.94,69,0,8.39,clear sky
549,Khash,IR,28.2211,61.2158,73.09,8,0,2.82,clear sky
550,Saravan,AM,39.7196,45.6483,26.28,69,18,2.62,few clouds
551,Wuda,CN,39.4994,106.7117,48.87,16,6,11.07,clear sky
552,Batagay-Alyta,RU,67.8006,130.4114,-3.21,87,6,1.3,clear sky
553,Prince Rupert,CA,54.3161,-130.3201,42.89,81,100,32.21,light rain
554,Nichinan,JP,31.6,131.3667,56.88,84,100,9.57,overcast clouds
555,Goderich,CA,43.7501,-81.7165,31.91,86,9,2.3,clear sky
556,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,86,100,11.5,overcast clouds
557,Caxito,AO,-8.5785,13.6643,73.89,97,100,2.91,moderate rain
558,Betsiamites,CA,48.9413,-68.646,28.8,90,96,6.87,overcast clouds
559,Marawi,PH,7.9986,124.2928,73.76,93,100,4.29,light rain
560,Samarai,PG,-10.6167,150.6667,87.19,68,97,6.85,overcast clouds
561,Asau,RO,46.4333,26.4,31.12,63,36,9.04,scattered clouds
562,Graaff-Reinet,ZA,-32.2522,24.5308,69.4,71,1,1.1,clear sky
563,Kasaoka,JP,34.5,133.5,59.58,32,100,4.7,overcast clouds
564,Magdagachi,RU,53.45,125.8,25.23,62,100,8.16,overcast clouds
565,Akyab,MM,20.15,92.9,84.33,50,7,12.93,clear sky
566,Lavrentiya,RU,65.5833,-171.0,-6.97,85,30,4.32,scattered clouds
567,Luau,AO,-10.7073,22.2247,69.66,88,91,3.62,overcast clouds
568,Esperance,AU,-33.8667,121.9,66.04,86,100,18.86,overcast clouds
569,Ipixuna,BR,-1.7625,-48.8043,72.5,99,100,3.67,overcast clouds
570,Deogarh,IN,21.5333,84.7333,107.31,11,5,0.94,clear sky
571,Pahrump,US,36.2083,-115.9839,55.83,17,6,15.01,clear sky
572,Tarauaca,BR,-8.1614,-70.7656,71.11,100,99,1.32,overcast clouds
573,Shieli,KZ,44.1667,66.75,38.71,41,100,13.33,overcast clouds
574,Buchanan,LR,5.8808,-10.0467,77.47,91,57,2.57,broken clouds
575,Bahia Honda,CU,22.9036,-83.1592,75.15,83,52,8.57,broken clouds
576,Novoplatnirovskaya,RU,46.1065,39.4191,37.04,47,98,4.97,overcast clouds
577,Gizo,SB,-8.103,156.8419,85.89,64,84,3.15,broken clouds
578,Bulgan,MN,48.8125,103.5347,31.66,20,0,8.61,clear sky
579,Xining,CN,36.6167,101.7667,44.74,45,100,8.21,overcast clouds
580,Gazojak,TM,41.1875,61.4036,45.7,37,82,7.76,broken clouds
581,Luderitz,NA,-26.6481,15.1594,78.13,59,0,7.34,clear sky
582,Synya,RU,65.3718,58.0387,22.33,88,100,10.63,overcast clouds
583,Belaya Gora,RU,68.5333,146.4167,6.98,88,100,8.41,overcast clouds
584,Wakkanai,JP,45.4094,141.6739,31.98,47,75,20.71,broken clouds
585,Morgan City,US,29.6994,-91.2068,53.6,87,0,4.61,clear sky
586,Suntar,RU,62.1444,117.6319,28.09,83,100,6.38,light snow
587,Bridlington,GB,54.0831,-0.1919,35.02,89,7,3.0,clear sky
588,Carballo,ES,43.213,-8.691,55.87,81,82,4.03,broken clouds
589,Yerbogachen,RU,61.2767,108.0108,25.66,84,100,14.43,light snow
590,Isangel,VU,-19.55,169.2667,80.37,87,100,18.66,moderate rain
591,Cabra,ES,37.4725,-4.4421,49.1,92,65,4.05,broken clouds
592,Donskoye,RU,45.4552,41.9741,38.73,32,6,1.9,clear sky
593,Abomsa,ET,9.9833,39.9833,79.48,32,89,3.24,overcast clouds
594,Shahreza,IR,32.0339,51.8794,62.98,23,100,9.78,overcast clouds
595,Hauterive,FR,46.0901,3.4459,47.16,70,99,5.61,overcast clouds
596,Katesh,TZ,-4.5167,35.3833,65.55,78,56,8.39,broken clouds
597,Kilindoni,TZ,-7.9139,39.6668,81.09,76,100,6.33,light rain
598,Nome,US,64.5011,-165.4064,6.87,72,0,4.61,clear sky
599,Roi Et,TH,15.75,103.75,99.23,39,99,10.47,light rain
600,Farafenni,GM,13.5667,-15.6,70.9,43,59,7.02,broken clouds
601,Narbonne,FR,43.0833,2.8333,51.76,69,96,13.69,light rain
602,Khovu-Aksy,RU,51.1333,93.6,21.4,75,26,1.72,scattered clouds
603,Agadez,NE,19.75,10.25,74.34,13,37,11.63,scattered clouds
604,Pacific Grove,US,36.6177,-121.9166,53.28,81,0,8.05,clear sky
605,Moerai,PF,-22.4333,-151.3333,81.3,76,100,11.3,overcast clouds
606,Guatire,VE,10.4762,-66.5427,74.19,97,89,1.88,overcast clouds
607,Boa Vista,BR,2.8197,-60.6733,80.58,65,75,12.66,broken clouds
608,Rosa Zarate,EC,0.3333,-79.4667,73.08,98,99,3.24,light rain
609,Fairbanks,US,64.8378,-147.7164,8.56,54,0,9.22,clear sky
610,Partizanskoye,RU,55.5006,94.39,31.28,68,90,11.95,overcast clouds
611,Bafra,TR,41.5678,35.9069,43.3,67,72,14.92,broken clouds
612,Bouillante,GP,16.1304,-61.7692,73.36,76,39,8.19,scattered clouds
613,Manaus,BR,-3.1019,-60.025,75.69,94,40,1.14,scattered clouds
614,Caruray,PH,10.3094,119.0128,83.07,75,100,3.24,moderate rain
615,Araouane,ML,18.9048,-3.5265,69.66,19,55,12.77,broken clouds
616,Adrar,MR,20.5022,-10.0711,65.39,24,5,10.98,clear sky
617,Marsaxlokk,MT,35.8419,14.5431,50.61,62,20,9.22,few clouds
618,Gigmoto,PH,13.7796,124.39,83.79,79,31,11.81,scattered clouds
619,Santa Lucia,ES,27.9117,-15.5407,51.94,67,20,9.22,few clouds
620,Rancho Veloz,CU,22.8806,-80.3917,74.44,79,0,10.18,light rain
621,De Haan,BE,51.272,3.0429,42.78,91,0,4.61,clear sky
622,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,72,100,3.44,light rain
623,Eureka,US,40.8021,-124.1637,45.75,83,99,4.23,overcast clouds
624,Nieuw Nickerie,SR,5.95,-56.9833,75.69,84,77,11.16,broken clouds
625,Narsaq,GL,60.9167,-46.05,8.82,66,0,6.91,clear sky
626,Chastyye,RU,57.2888,54.9728,29.46,79,100,15.14,overcast clouds
627,Adre,TD,13.4667,22.2,80.06,5,9,13.53,clear sky
628,Vrangel,RU,42.7297,133.0839,33.73,57,0,11.65,clear sky
629,Aksu,CN,41.1231,80.2644,42.33,84,100,8.37,overcast clouds
630,Temir,KZ,49.1414,57.13,24.75,93,100,19.86,overcast clouds
631,Kokemaki,FI,61.2565,22.3564,38.98,77,0,5.99,clear sky
632,Pulandian,CN,39.3953,121.9669,46.9,35,100,12.97,overcast clouds
633,Manavalakurichi,IN,8.1333,77.3,89.04,61,4,16.8,clear sky
634,Morden,CA,49.1919,-98.1014,40.08,70,100,3.44,overcast clouds
635,Seoul,KR,37.5683,126.9778,51.19,32,0,11.5,clear sky
636,Honiara,SB,-9.4333,159.95,82.58,74,65,2.57,broken clouds
637,Pokhara,NP,28.2333,83.9833,87.62,16,65,8.19,broken clouds
638,Kuzino,RU,57.0224,59.4412,26.92,79,100,12.41,light snow
639,Roald,NO,62.5833,6.1333,44.33,100,0,6.91,clear sky
640,Birjand,IR,32.8663,59.2211,75.67,9,0,9.22,clear sky
641,Lianran,CN,24.9227,102.485,79.34,18,1,19.71,clear sky
642,Renigunta,IN,13.65,79.5167,96.78,36,20,10.36,haze
643,Benghazi,LY,32.1167,20.0667,52.79,63,50,21.5,scattered clouds
644,Trezzano Sul Naviglio,IT,45.4231,9.0664,47.23,49,0,5.01,clear sky
645,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,100,75,4.61,broken clouds
646,Asfi,MA,32.2994,-9.2372,57.43,76,7,6.26,clear sky
647,Pyaozerskiy,RU,65.8333,31.1667,35.51,75,100,7.63,overcast clouds
648,El Fuerte,MX,26.4189,-108.6194,66.09,41,3,7.14,clear sky
649,Sylacauga,US,33.1732,-86.2516,48.33,86,100,0.0,overcast clouds
650,Port Blair,IN,11.6667,92.75,78.84,83,100,9.22,drizzle
651,Ormara,PK,25.2088,64.6357,76.89,68,0,8.16,clear sky
652,Gravdal,NO,68.1214,13.5031,42.69,81,75,11.5,shower rain
653,San Rafael,AR,-34.6177,-68.3301,57.47,62,0,7.11,clear sky
654,Coihaique,CL,-45.5752,-72.0662,49.95,87,0,3.44,clear sky
655,Kushima,JP,31.4583,131.2333,54.48,86,100,8.5,overcast clouds
656,Teahupoo,PF,-17.8333,-149.2667,76.53,73,12,17.0,few clouds
657,Rudnogorsk,RU,57.2639,103.7519,28.24,71,100,12.5,overcast clouds
658,Goroka,PG,-6.0834,145.3873,68.68,88,98,2.17,overcast clouds
659,Labrea,BR,-7.2586,-64.7981,72.32,100,100,0.76,overcast clouds
660,Lelystad,NL,52.5083,5.475,39.02,90,0,6.04,clear sky
661,Dovolnoye,RU,54.4958,79.6671,17.71,88,100,18.14,overcast clouds
662,Hattiesburg,US,31.3271,-89.2903,49.44,85,0,0.0,clear sky
663,Port Arthur,CN,38.8,121.2667,48.42,63,100,13.31,overcast clouds
664,Ahipara,NZ,-35.1667,173.1667,65.77,90,0,7.14,clear sky
665,Noumea,NC,-22.2763,166.4572,82.0,99,99,7.65,overcast clouds
666,Colquechaca,BO,-18.6667,-66.0167,34.34,90,99,3.78,light snow
667,Waipawa,NZ,-41.4122,175.5153,59.02,94,100,16.35,moderate rain
668,Marsabit,KE,2.3284,37.9899,72.79,54,23,23.47,few clouds
669,Ahuimanu,US,21.4447,-157.8378,75.45,88,75,5.75,light rain
670,Kalach-Na-Donu,RU,48.691,43.5264,31.53,94,98,11.36,overcast clouds
671,Katete,UG,-0.7818,29.7544,78.53,49,100,3.36,overcast clouds
672,Tooele,US,40.5308,-112.2983,33.98,93,75,5.75,broken clouds
673,Hirara,JP,24.8,125.2833,75.47,78,75,18.41,broken clouds
674,Linxia,CN,35.6003,103.2064,43.65,63,100,5.3,overcast clouds
675,Guiratinga,BR,-16.3494,-53.7583,69.44,92,88,1.95,overcast clouds
676,Nagua,DO,19.3832,-69.8474,72.25,87,18,4.83,few clouds
677,Pangai,TO,-19.8,-174.35,82.04,73,100,12.15,overcast clouds
678,Sabla,NG,12.7525,4.7077,84.65,19,100,5.91,overcast clouds
679,Charters Towers,AU,-20.1,146.2667,83.79,44,22,24.79,few clouds
680,Christchurch,NZ,-43.5333,172.6333,62.01,91,100,17.27,light rain
681,Sellye,SK,48.1513,17.8806,32.14,40,0,6.04,clear sky
682,Preobrazheniye,RU,42.9019,133.9064,35.42,53,57,16.37,broken clouds
683,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,63.77,52,100,10.98,overcast clouds
684,Esna,EG,25.2934,32.554,64.42,26,0,0.6,clear sky
685,Lujan,AR,-34.5703,-59.105,60.51,67,73,3.0,broken clouds
686,Patharia,IN,23.9,79.2,99.88,8,0,8.01,clear sky
687,Tarata,BO,-17.6167,-66.0167,56.68,77,96,3.18,overcast clouds
688,Wagar,SD,16.1525,36.2032,83.21,39,0,6.64,clear sky
689,Zakupne,UA,49.1194,26.3376,39.22,55,0,7.7,clear sky
690,Swan River,CA,52.1058,-101.2676,37.29,70,100,11.5,overcast clouds
691,Mafinga,TZ,-7.25,35.0667,72.75,79,100,3.74,overcast clouds
692,Totness,SR,5.8833,-56.3167,75.38,83,75,9.95,broken clouds
693,Mandalgovi,MN,45.7625,106.2708,28.0,28,0,7.29,clear sky
694,Ostrovnoy,RU,68.0531,39.5131,33.87,87,41,12.77,scattered clouds
695,Peniche,PT,39.3558,-9.3811,52.11,93,83,14.38,broken clouds
696,Mehamn,NO,71.0357,27.8492,42.71,56,100,34.31,overcast clouds
697,Krasnoye,UA,49.9145,24.6134,39.76,52,0,3.76,clear sky
698,Verkhoturye,RU,58.8627,60.8054,28.87,90,100,11.92,light snow
699,Algeciras,ES,36.1333,-5.4505,58.68,88,75,11.5,broken clouds
700,Rajula,IN,21.05,71.4333,93.97,19,40,5.35,scattered clouds
701,Elk Point,US,42.6833,-96.6836,64.24,33,100,18.16,overcast clouds
702,Hvide Sande,DK,56.0045,8.1294,41.09,81,75,12.66,light rain
703,Repnoye,RU,51.5921,43.1861,33.4,100,40,11.41,scattered clouds
704,Mahibadhoo,MV,3.7833,72.9667,83.73,64,3,14.79,clear sky
705,Bucerias,MX,20.75,-105.3333,67.98,80,94,3.18,overcast clouds
